Date_Time,Subject,Day_In_Week,Hours,Call_Started_Time,time_For_Wating_After_Voice_Mail,Answer_Time_From_,Representative_response_time_in_secounds,total_Time_Till_Response,Summery_Of_Call,Is_Was_a_Long_Wating_Time_Message,Other_Languages
2016-07-28 16:00:57,General,5,14:01-17:00,15:49:05,15:50:57,15:59:17,612,500,Full reply received,No,No Foreign languages
2016-07-28 15:53:26,General,5,14:01-17:00,15:50:40,15:51:48,15:51:53,73,5,Full reply received,No,Arabic; Russian; Amharic
2016-07-28 16:04:12,Life,5,14:01-17:00,15:52:45,15:54:32,16:03:50,0,0,Waited for more than 10 minutes and hang up,Yes,No Foreign languages
2016-07-28 15:58:30,General,5,14:01-17:00,15:52:41,15:54:11,15:56:54,253,163,Full reply received,No,No Foreign languages
2016-07-28 15:58:35,General,5,14:01-17:00,15:55:53,15:56:52,15:57:17,84,25,Transferred to leave a message ,No,No Foreign languages
2016-07-28 16:02:06,Health,5,14:01-17:00,15:58:40,15:59:36,16:01:02,142,86,Full reply received,No,No Foreign languages
2016-07-28 16:04:02,General,5,14:01-17:00,16:02:13,16:02:34,16:03:09,56,35,Full reply received,No,No Foreign languages
2016-07-28 16:05:57,General,5,14:01-17:00,16:04:17,16:04:25,16:04:29,12,4,Transferred to leave a message ,No,No Foreign languages
2016-07-28 16:06:19,Life,5,14:01-17:00,16:04:33,16:05:12,16:05:52,79,40,Full reply received,No,No Foreign languages
2016-07-28 16:07:25,Health,5,14:01-17:00,16:06:09,16:06:29,16:06:35,26,6,Full reply received,No,No Foreign languages
2016-07-28 16:09:39,Life,5,14:01-17:00,16:06:47,16:07:38,16:09:09,142,91,Full reply received,No,No Foreign languages
2016-07-28 16:13:04,Health,5,14:01-17:00,16:07:03,16:07:58,16:11:28,265,210,Transferred to leave a message ,No,No Foreign languages
2016-07-28 16:09:09,General,5,14:01-17:00,16:07:34,16:08:19,16:08:23,49,4,Full reply received,No,No Foreign languages
2016-07-28 16:11:28,General,5,14:01-17:00,16:09:16,16:10:17,16:10:25,69,8,Transferred to leave a message ,No,Arabic; Russian; Amharic;English
2016-07-28 16:16:27,Life,5,14:01-17:00,16:12:24,16:13:40,16:16:00,216,140,Full reply received,No,No Foreign languages
2016-07-28 16:19:50,Health,5,14:01-17:00,16:16:22,16:18:04,16:19:09,167,65,Full reply received,No,No Foreign languages
2016-07-28 16:19:45,Health,5,14:01-17:00,16:16:52,16:17:20,16:17:58,66,38,Full reply received,No,No Foreign languages
2016-07-28 16:27:28,General,5,14:01-17:00,16:24:58,16:26:17,16:26:37,99,20,Full reply received,No,No Foreign languages
2016-07-28 16:28:00,Life,5,14:01-17:00,16:23:08,16:24:10,16:27:23,255,193,Full reply received,No,No Foreign languages
2016-07-28 16:33:18,General,5,14:01-17:00,16:28:09,16:28:51,16:32:39,270,228,Full reply received,No,Arabic; Russian; Amharic
2016-07-31 12:05:39,Health,1,11:01-14:00,11:56:14,11:56:46,12:04:43,509,477,Full reply received,Yes,No Foreign languages
2016-07-31 12:04:34,General,1,11:01-14:00,11:57:46,11:59:23,12:04:09,383,286,Full reply received,No,No Foreign languages
2016-07-31 12:02:24,Health,1,11:01-14:00,12:01:04,12:01:32,12:01:42,38,10,Full reply received,No,No Foreign languages
2016-07-31 12:09:18,General,1,11:01-14:00,12:02:29,12:05:05,12:08:24,355,199,Full reply received,No,No Foreign languages
2016-07-31 12:16:52,Life,1,11:01-14:00,12:05:25,12:06:09,12:15:49,624,580,Full reply received,Yes,Arabic; Russian; Amharic;English
2016-07-31 12:08:17,General,1,11:01-14:00,12:05:57,12:07:52,12:07:55,118,3,Full reply received,No,No Foreign languages
2016-07-31 12:08:43,Health,1,11:01-14:00,12:06:07,12:06:53,12:07:02,55,9,Full reply received,No,No Foreign languages
2016-07-31 12:17:53,Health,1,11:01-14:00,12:09:27,12:11:16,12:16:00,393,284,Transferred to leave a message ,Yes,No Foreign languages
2016-07-31 12:13:41,General,1,11:01-14:00,12:10:10,12:11:18,12:13:04,174,106,Full reply received,No,No Foreign languages
2016-07-31 12:19:23,Life,1,11:01-14:00,12:11:12,12:12:44,12:19:15,483,391,Full reply received,Yes,Arabic; Russian; Amharic
2016-07-31 12:24:51,Life,1,11:01-14:00,12:14:02,12:14:14,12:24:14,0,0,Waited for more than 10 minutes and hang up,Yes,No Foreign languages
2016-07-31 12:20:50,General,1,11:01-14:00,12:16:58,12:18:43,12:20:06,188,83,Full reply received,No,No Foreign languages
2016-07-31 12:29:30,Life,1,11:01-14:00,12:18:39,12:18:41,12:28:27,0,0,Waited for more than 10 minutes and hang up,Yes,No Foreign languages
2016-07-31 12:23:21,Life,1,11:01-14:00,12:20:57,12:22:02,12:22:19,82,17,Full reply received,No,No Foreign languages
2016-07-31 12:30:49,Life,1,11:01-14:00,12:25:18,12:28:17,12:30:12,294,115,Full reply received,No,No Foreign languages
2016-07-31 12:37:50,Life,1,11:01-14:00,12:27:13,12:27:40,12:37:01,0,0,Waited for more than 10 minutes and hang up,Yes,No Foreign languages
2016-07-31 12:38:45,General,1,11:01-14:00,12:30:31,12:31:28,12:37:07,396,339,Full reply received,Yes,Arabic; Russian; Amharic
2016-07-31 12:34:16,General,1,11:01-14:00,12:30:32,12:31:49,12:34:00,208,131,Full reply received,No,No Foreign languages
2016-07-31 12:33:04,General,1,11:01-14:00,12:30:57,12:31:11,12:32:34,97,83,Full reply received,No,No Foreign languages
2016-07-31 12:37:29,Life,1,11:01-14:00,12:33:14,12:36:02,12:36:48,214,46,Full reply received,No,No Foreign languages
2016-07-31 12:44:35,Life,1,11:01-14:00,12:34:30,12:36:39,12:44:17,587,458,Transferred to leave a message ,Yes,No Foreign languages
2016-07-31 12:39:27,General,1,11:01-14:00,12:37:58,12:38:30,12:38:45,47,15,Full reply received,No,No Foreign languages
2016-07-31 12:41:42,General,1,11:01-14:00,12:39:33,12:41:13,12:41:31,118,18,Full reply received,No,No Foreign languages
2016-07-31 12:48:25,Life,1,11:01-14:00,12:38:46,12:39:52,12:47:31,525,459,Full reply received,Yes,No Foreign languages
2016-07-31 12:51:46,General,1,11:01-14:00,12:39:38,12:41:09,12:51:09,0,0,Waited for more than 10 minutes and hang up,Yes,No Foreign languages
2016-07-31 12:49:35,General,1,11:01-14:00,12:43:31,12:45:58,12:49:13,0,0,Call Disconnected,No,No Foreign languages
2016-07-31 12:51:39,Health,1,11:01-14:00,12:47:06,12:47:53,12:51:25,259,212,Transferred to leave a message ,No,Arabic; Russian; Amharic
2016-07-31 13:15:39,General,1,11:01-14:00,13:12:48,13:14:31,13:15:28,160,57,Full reply received,No,No Foreign languages
2016-07-31 13:15:43,General,1,11:01-14:00,13:12:42,13:13:29,13:15:06,144,97,Full reply received,No,No Foreign languages
2016-07-31 13:22:02,Health,1,11:01-14:00,13:16:03,13:18:25,13:21:19,316,174,Full reply received,Yes,No Foreign languages
2016-07-31 13:31:26,General,1,11:01-14:00,13:19:55,13:21:29,13:31:02,0,0,Waited for more than 10 minutes and hang up,No,Arabic; Russian; Amharic
2016-07-31 13:20:36,Life,1,11:01-14:00,13:18:35,13:19:03,13:19:34,59,31,Full reply received,No,No Foreign languages
2016-07-31 13:30:39,General,1,11:01-14:00,13:27:43,13:28:19,13:29:44,121,85,Full reply received,No,No Foreign languages
2016-07-31 13:27:15,Life,1,11:01-14:00,13:22:31,13:23:46,13:27:00,269,194,Full reply received,Yes,No Foreign languages
2016-07-31 13:23:58,General,1,11:01-14:00,13:22:18,13:22:32,13:23:29,0,0,Call Disconnected,No,No Foreign languages
2016-07-31 13:43:36,Health,1,11:01-14:00,13:30:34,13:32:57,13:42:57,0,0,Waited for more than 10 minutes and hang up,No,No Foreign languages
2016-07-31 13:30:25,General,1,11:01-14:00,13:27:53,13:29:39,13:30:05,132,26,Full reply received,No,No Foreign languages
2016-07-31 13:42:36,Health,1,11:01-14:00,13:31:35,13:33:16,13:42:24,649,548,Full reply received,No,No Foreign languages
2016-07-31 13:42:14,Health,1,11:01-14:00,13:32:33,13:32:59,13:42:03,0,0,Waited for more than 10 minutes and hang up,Yes,No Foreign languages
2016-07-31 13:41:47,Life,1,11:01-14:00,13:36:50,13:37:47,13:40:53,243,186,Full reply received,Yes,No Foreign languages
2016-07-31 13:49:25,General,1,11:01-14:00,13:41:51,13:44:21,13:48:43,412,262,Full reply received,Yes,No Foreign languages
2016-07-31 13:45:07,General,1,11:01-14:00,13:42:39,13:44:34,13:44:51,132,17,Full reply received,No,Arabic; Russian; Amharic
2016-07-31 13:45:10,General,1,11:01-14:00,13:43:43,13:43:56,13:44:36,53,40,Full reply received,No,No Foreign languages
2016-07-31 13:46:54,General,1,11:01-14:00,13:45:12,13:46:00,13:46:19,67,19,Full reply received,No,No Foreign languages
2016-07-31 13:54:49,General,1,11:01-14:00,13:49:17,13:50:10,13:54:32,315,262,Full reply received,Yes,Arabic; Russian; Amharic
2016-07-31 13:51:12,Life,1,11:01-14:00,13:49:02,13:49:58,13:50:56,114,58,Full reply received,No,No Foreign languages
2016-07-31 13:52:33,General,1,11:01-14:00,13:51:47,13:51:58,13:52:11,24,13,Full reply received,No,No Foreign languages
2016-07-31 13:57:07,Life,1,11:01-14:00,13:53:54,13:55:12,13:56:51,177,99,Full reply received,No,No Foreign languages
2016-07-31 14:05:17,Health,1,11:01-14:00,13:55:09,13:55:23,14:05:06,0,0,Waited for more than 10 minutes and hang up,No,No Foreign languages
2016-07-31 14:05:45,General,1,11:01-14:00,13:58:11,14:00:13,14:05:35,444,322,Full reply received,Yes,No Foreign languages
2016-07-31 14:04:37,General,1,14:01-17:00,14:02:43,14:03:10,14:03:56,73,46,Full reply received,No,No Foreign languages
2016-07-31 14:07:29,General,1,14:01-17:00,14:04:45,14:05:33,14:06:36,111,63,I was obliged to leave a message,No,No foreign languages
2016-07-31 14:07:03,General,1,14:01-17:00,14:05:49,14:06:39,14:06:51,62,12,Full reply received,No,No Foreign languages
2016-07-31 14:09:38,Health,1,14:01-17:00,14:07:47,14:07:49,14:09:21,94,92,Full reply received,No,No Foreign languages
2016-07-31 14:10:17,Health,1,14:01-17:00,14:08:36,14:09:25,14:10:01,85,36,Full reply received,No,No Foreign languages
2016-07-31 14:13:29,Life,1,14:01-17:00,14:10:28,14:11:59,14:13:17,169,78,Full reply received,No,No Foreign languages
2016-07-31 14:13:55,Life,1,14:01-17:00,14:11:42,14:13:18,14:13:31,109,13,Full reply received,No,No Foreign languages
2016-07-31 14:25:54,Life,1,14:01-17:00,14:12:56,14:15:11,14:25:13,0,0,Waited for more than 10 minutes and hang up,Yes,No Foreign languages
2016-07-31 14:24:52,Life,1,14:01-17:00,14:14:25,14:15:23,14:24:35,610,552,Full reply received,No,No Foreign languages
2016-07-31 14:27:54,Health,1,14:01-17:00,14:18:08,14:19:09,14:27:34,566,505,Full reply received,No,Arabic; Russian; Amharic
2016-07-31 14:28:22,General,1,14:01-17:00,14:25:58,14:26:51,14:27:43,105,52,Full reply received,No,No Foreign languages
2016-07-31 14:31:07,General,1,14:01-17:00,14:28:54,14:29:55,14:30:07,73,12,Full reply received,No,Arabic; Russian; Amharic
2016-07-31 14:31:22,Life,1,14:01-17:00,14:28:35,14:29:11,14:30:27,112,76,Full reply received,No,No Foreign languages
2016-07-31 14:32:08,Life,1,14:01-17:00,14:30:33,14:30:48,14:31:51,78,63,Full reply received,No,No Foreign languages
2016-07-31 14:33:34,General,1,14:01-17:00,14:31:50,14:32:28,14:33:23,93,55,Full reply received,No,No Foreign languages
2016-07-31 14:33:29,General,1,14:01-17:00,14:31:47,14:32:45,14:32:53,66,8,Full reply received,No,No Foreign languages
2016-07-31 14:43:29,General,1,14:01-17:00,14:34:01,14:34:24,14:43:21,0,0,Call Disconnected,No,No Foreign languages
2016-07-31 14:45:48,Health,1,14:01-17:00,14:34:03,14:35:31,14:45:32,0,0,Waited for more than 10 minutes and hang up,Yes,No Foreign languages
2016-07-31 14:42:47,Life,1,14:01-17:00,14:35:33,14:36:30,14:41:24,351,294,Full reply received,No,Arabic; Russian; Amharic
2016-07-31 14:54:12,Life,1,14:01-17:00,14:43:52,14:44:09,14:54:02,0,0,Waited for more than 10 minutes and hang up,No,No Foreign languages
2016-07-31 15:02:36,Health,1,14:01-17:00,14:52:13,14:53:56,15:01:59,586,483,Full reply received,No,No Foreign languages
2016-07-31 15:04:53,Health,1,14:01-17:00,14:54:38,14:54:47,15:04:43,0,0,Waited for more than 10 minutes and hang up,No,No Foreign languages
2016-07-31 14:57:16,General,1,14:01-17:00,14:56:35,14:56:51,14:57:05,30,14,Full reply received,No,No Foreign languages
2016-07-31 15:02:55,General,1,14:01-17:00,14:58:27,15:00:26,15:02:42,255,136,Full reply received,No,No Foreign languages
2016-07-31 15:14:37,Health,1,14:01-17:00,15:03:55,15:04:19,15:14:12,0,0,Waited for more than 10 minutes and hang up,No,No Foreign languages
2016-07-31 15:10:38,Health,1,14:01-17:00,15:05:12,15:06:57,15:10:20,308,203,Full reply received,No,No Foreign languages
2016-07-31 15:17:02,Health,1,14:01-17:00,15:06:05,15:06:28,15:16:28,0,0,Waited for more than 10 minutes and hang up,No,No Foreign languages
2016-07-31 15:14:04,Life,1,14:01-17:00,15:11:56,15:13:38,15:13:45,109,7,Full reply received,No,No Foreign languages
2016-07-31 15:26:18,Health,1,14:01-17:00,15:14:56,15:16:07,15:26:09,0,0,Waited for more than 10 minutes and hang up,Yes,No Foreign languages
2016-07-31 15:22:46,Life,1,14:01-17:00,15:16:28,15:17:23,15:22:34,366,311,Full reply received,No,No Foreign languages
2016-07-31 15:20:29,General,1,14:01-17:00,15:17:41,15:18:50,15:18:57,76,7,Full reply received,No,No Foreign languages
2016-07-31 15:29:00,Life,1,14:01-17:00,15:21:08,15:22:41,15:28:22,434,341,Full reply received,Yes,Arabic; Russian; Amharic
2016-07-31 15:24:55,Health,1,14:01-17:00,15:23:18,15:24:00,15:24:39,81,39,Full reply received,No,No Foreign languages
2016-07-31 15:38:20,Health,1,14:01-17:00,15:27:12,15:28:00,15:38:01,0,0,Waited for more than 10 minutes and hang up,No,No Foreign languages
2016-07-31 15:38:38,Health,1,14:01-17:00,15:28:24,15:28:53,15:38:29,0,0,Waited for more than 10 minutes and hang up,Yes,No Foreign languages
2016-07-31 15:40:12,Life,1,14:01-17:00,15:39:06,15:39:43,15:39:52,46,9,Full reply received,No,Arabic; Russian; Amharic
2016-07-31 15:51:54,Health,1,14:01-17:00,15:41:43,15:41:50,15:51:46,0,0,Waited for more than 10 minutes and hang up,No,No Foreign languages
2016-07-31 16:21:06,General,1,14:01-17:00,16:17:33,16:19:15,16:20:43,190,88,Full reply received,No,No Foreign languages
2016-07-31 16:26:01,General,1,14:01-17:00,16:23:17,16:23:54,16:25:43,146,109,Full reply received,No,No Foreign languages
2016-07-31 16:27:30,Life,1,14:01-17:00,16:26:33,16:27:09,16:27:11,38,2,Full reply received,No,Arabic; Russian; Amharic
2016-07-31 16:39:53,Health,1,14:01-17:00,16:28:06,16:29:36,16:39:37,0,0,Waited for more than 10 minutes and hang up,No,No Foreign languages
2016-07-31 12:05:30,General,2,11:01-14:00,12:05:21,12:05:22,12:06:05,44,43,Full reply received,No,No Foreign languages
2016-07-31 16:38:50,Life,1,14:01-17:00,16:31:59,16:34:28,16:38:44,405,256,Transferred to leave a message ,Yes,No Foreign languages
2016-07-31 16:52:17,Health,1,14:01-17:00,16:40:06,16:42:02,16:52:02,0,0,Waited for more than 10 minutes and hang up,Yes,No Foreign languages
2016-07-31 16:43:19,Health,1,14:01-17:00,16:40:32,16:41:14,16:43:05,153,111,Full reply received,No,No Foreign languages
2016-07-31 16:49:43,General,1,14:01-17:00,16:48:34,16:49:28,16:49:30,56,2,Full reply received,No,No Foreign languages
2016-07-31 16:51:04,General,1,14:01-17:00,16:50:03,16:50:33,16:50:45,42,12,Full reply received,No,No Foreign languages
2016-07-31 16:54:02,Life,1,14:01-17:00,16:51:26,16:53:28,16:53:43,137,15,Transferred to leave a message ,No,Arabic; Russian; Amharic
2016-07-31 16:54:52,General,1,14:01-17:00,16:53:00,16:54:19,16:54:37,97,18,Full reply received,No,No Foreign languages
2016-07-31 16:56:44,Life,1,14:01-17:00,16:54:31,16:55:54,16:56:04,93,10,Full reply received,Yes,Arabic; Russian; Amharic
2016-07-31 16:57:29,Life,1,14:01-17:00,16:55:29,16:56:44,16:57:16,107,32,Full reply received,No,No Foreign languages
2016-07-31 17:06:05,General,1,14:01-17:00,16:57:08,16:58:35,17:05:49,521,434,Full reply received,Yes,No Foreign languages
2016-07-31 13:55:55,Life,2,11:01-14:00,13:51:37,13:52:40,13:59:22,0,0,Call Disconnected,No,No Foreign languages
2016-07-31 12:00:50,General,2,11:01-14:00,12:01:34,12:03:07,12:03:09,0,0,Call Disconnected,No,No Foreign languages
2016-07-31 12:05:55,Health,2,11:01-14:00,12:04:00,12:06:58,12:09:14,314,136,Full reply received,No,No Foreign languages
2016-07-31 12:05:20,General,2,11:01-14:00,12:07:05,12:07:52,12:08:06,61,14,Full reply received,No,Arabic; Russian; Amharic
2016-07-31 12:10:25,Health,2,11:01-14:00,12:08:18,12:09:08,12:11:01,163,113,Full reply received,No,No Foreign languages
2016-07-31 12:10:10,Life,2,11:01-14:00,12:10:00,12:11:18,12:12:40,160,82,Full reply received,No,No Foreign languages
2016-07-31 12:15:30,General,2,11:01-14:00,12:09:59,12:11:53,12:17:55,476,362,Full reply received,No,No Foreign languages
2016-07-31 12:10:05,Life,2,11:01-14:00,12:12:00,12:12:42,12:13:17,77,35,Full reply received,No,No Foreign languages
2016-07-31 12:25:10,Health,2,11:01-14:00,12:14:55,12:15:53,12:24:55,600,542,Full reply received,No,No Foreign languages
2016-07-31 12:30:10,General,2,11:01-14:00,12:21:24,12:23:27,12:29:39,0,0,Call Disconnected,No,No Foreign languages
2016-07-31 12:20:45,General,2,11:01-14:00,12:19:17,12:20:56,12:21:44,147,48,Full reply received,No,No Foreign languages
2016-07-31 12:25:20,Life,2,11:01-14:00,12:24:19,12:25:23,12:27:52,213,149,Full reply received,No,No Foreign languages
2016-07-31 12:35:55,Health,2,11:01-14:00,12:25:40,12:26:26,12:36:28,0,0,Waited for more than 10 minutes and hang up,No,Arabic; Russian; Amharic
2016-07-31 12:30:35,General,2,11:01-14:00,12:28:48,12:30:23,12:33:03,255,160,Full reply received,No,No Foreign languages
2016-07-31 12:35:45,Life,2,11:01-14:00,12:30:18,12:31:45,12:39:02,524,437,Transferred to leave a message ,Yes,No Foreign languages
2016-07-31 12:35:45,General,2,11:01-14:00,12:34:10,12:36:00,12:36:08,118,8,Full reply received,No,No Foreign languages
2016-07-31 12:35:05,General,2,11:01-14:00,12:37:20,12:38:06,12:38:10,50,4,Full reply received,No,No Foreign languages
2016-07-31 12:45:30,Life,2,11:01-14:00,12:38:17,12:39:14,12:49:14,657,600,Full reply received,Yes,No Foreign languages
2016-07-31 12:50:55,Life,2,11:01-14:00,12:39:44,12:41:17,12:51:34,0,0,Waited for more than 10 minutes and hang up,Yes,No Foreign languages
2016-07-31 12:50:05,Health,2,11:01-14:00,12:40:11,12:43:19,12:53:19,0,0,Waited for more than 10 minutes and hang up,Yes,No Foreign languages
2016-07-31 12:55:45,General,2,11:01-14:00,12:43:59,12:45:27,12:55:31,0,0,Waited for more than 10 minutes and hang up,No,No Foreign languages
2016-07-31 13:00:15,General,2,11:01-14:00,12:51:05,12:51:57,13:02:00,0,0,Waited for more than 10 minutes and hang up,Yes,Arabic; Russian; Amharic
2016-07-31 13:00:25,Health,2,11:01-14:00,12:58:45,13:00:08,13:02:45,240,157,Full reply received,No,No Foreign languages
2016-07-31 13:00:50,General,2,11:01-14:00,13:02:38,13:04:25,13:04:31,113,6,Full reply received,No,No Foreign languages
2016-07-31 13:10:25,Life,2,11:01-14:00,13:09:28,13:10:40,13:11:40,132,60,Full reply received,No,No Foreign languages
2016-07-31 13:15:40,General,2,11:01-14:00,13:12:30,13:12:57,13:17:25,295,268,Full reply received,No,No Foreign languages
2016-07-31 13:15:10,Life,2,11:01-14:00,13:13:13,13:13:47,13:14:15,62,28,Full reply received,No,No Foreign languages
2016-07-31 13:25:25,General,2,11:01-14:00,13:15:57,13:17:56,13:27:56,0,0,Waited for more than 10 minutes and hang up,No,Arabic; Russian; Amharic
2016-07-31 13:20:00,General,2,11:01-14:00,13:18:02,13:18:55,13:22:01,239,186,I was obliged to leave a message,No,No foreign languages
2016-07-31 13:20:00,Life,2,11:01-14:00,13:18:24,13:19:40,13:21:10,166,90,Full reply received,No,No Foreign languages
2016-07-31 13:20:50,Life,2,11:01-14:00,13:22:54,13:24:10,13:24:30,96,20,Full reply received,No,No Foreign languages
2016-07-31 13:30:35,Life,2,11:01-14:00,13:23:49,13:25:51,13:34:22,633,511,Full reply received,Yes,No Foreign languages
2016-07-31 13:35:30,Health,2,11:01-14:00,13:25:20,13:26:10,13:35:55,635,585,Full reply received,No,Arabic; Russian; Amharic
2016-07-31 13:30:45,General,2,11:01-14:00,13:29:17,13:31:32,13:31:35,138,3,Full reply received,No,No Foreign languages
2016-07-31 13:30:05,Life,2,11:01-14:00,13:30:15,13:31:00,13:32:43,148,103,Full reply received,No,No Foreign languages
2016-07-31 13:35:40,Health,2,11:01-14:00,13:33:26,13:34:02,13:37:25,239,203,Full reply received,No,No Foreign languages
2016-07-31 13:35:15,General,2,11:01-14:00,13:33:18,13:34:44,13:34:47,0,0,Call Disconnected,No,No Foreign languages
2016-07-31 13:35:20,General,2,11:01-14:00,13:35:36,13:38:38,13:38:40,184,2,Full reply received,No,No Foreign languages
2016-07-31 13:35:35,Health,2,11:01-14:00,13:35:47,13:36:08,13:38:00,133,112,Full reply received,No,No Foreign languages
2016-07-31 13:40:15,Life,2,11:01-14:00,13:38:24,13:39:12,13:43:00,276,228,Full reply received,No,No Foreign languages
2016-07-31 13:35:00,General,2,11:01-14:00,13:38:16,13:38:38,13:38:45,29,7,Full reply received,No,No Foreign languages
2016-07-31 13:40:30,General,2,11:01-14:00,13:38:48,13:40:26,13:43:45,297,199,Full reply received,No,No Foreign languages
2016-07-31 13:40:35,General,2,11:01-14:00,13:39:35,13:40:28,13:40:30,0,0,Call Disconnected,No,No Foreign languages
2016-07-31 13:45:50,General,2,11:01-14:00,13:41:01,13:41:50,13:49:35,514,465,Full reply received,No,No Foreign languages
2016-07-31 13:45:35,Health,2,11:01-14:00,13:40:23,13:41:39,13:47:20,417,341,Full reply received,No,No Foreign languages
2016-07-31 13:45:40,Life,2,11:01-14:00,13:43:58,13:45:05,13:45:22,84,17,Full reply received,No,No Foreign languages
2016-07-31 13:55:00,Health,2,11:01-14:00,13:44:40,13:46:34,13:55:35,655,541,Full reply received,No,No Foreign languages
2016-07-31 13:50:00,Health,2,11:01-14:00,13:48:18,13:48:32,13:49:37,79,65,Full reply received,No,No Foreign languages
2016-07-31 13:50:15,Life,2,11:01-14:00,13:51:41,13:51:44,13:52:02,21,18,Full reply received,No,No Foreign languages
2016-07-31 13:50:45,General,2,11:01-14:00,13:51:18,13:51:34,13:53:29,0,0,Call Disconnected,No,No Foreign languages
2016-07-31 13:55:10,General,2,11:01-14:00,13:52:33,13:54:34,13:55:01,148,27,Full reply received,No,No Foreign languages
2016-07-31 14:00:25,Life,2,14:01-17:00,13:56:56,13:58:30,14:00:52,236,142,Full reply received,No,No Foreign languages
2016-07-31 14:05:15,Health,2,11:01-14:00,13:56:33,13:57:01,14:07:02,0,0,Waited for more than 10 minutes and hang up,Yes,No Foreign languages
2016-07-31 14:10:35,Life,2,11:01-14:00,13:58:12,13:59:54,14:09:56,0,0,Waited for more than 10 minutes and hang up,Yes,Arabic; Russian; Amharic
2016-07-31 14:10:45,Life,2,14:01-17:00,14:12:18,14:14:24,14:14:31,133,7,Full reply received,No,No Foreign languages
2016-07-31 14:15:15,Life,2,14:01-17:00,14:14:31,14:15:28,14:16:39,128,71,Full reply received,No,No Foreign languages
2016-07-31 14:15:50,General,2,14:01-17:00,14:17:02,14:17:24,14:17:31,29,7,Full reply received,No,No Foreign languages
2016-07-31 14:20:35,General,2,14:01-17:00,14:17:29,14:18:18,14:19:32,123,74,Full reply received,No,No Foreign languages
2016-07-31 14:20:25,General,2,14:01-17:00,14:20:10,14:21:17,14:21:19,0,0,Call Disconnected,No,No Foreign languages
2016-07-31 14:25:55,Life,2,14:01-17:00,14:21:59,14:22:27,14:25:39,220,192,Full reply received,No,No Foreign languages
2016-07-31 14:20:45,General,2,14:01-17:00,14:23:21,14:23:34,14:24:05,44,31,Full reply received,No,No Foreign languages
2016-07-31 14:40:15,Health,2,14:01-17:00,14:27:31,14:30:01,14:40:03,0,0,Waited for more than 10 minutes and hang up,No,No Foreign languages
2016-07-31 14:30:30,General,2,14:01-17:00,14:26:22,14:27:10,14:32:13,351,303,Full reply received,Yes,Arabic; Russian; Amharic
2016-07-31 14:25:45,General,2,14:01-17:00,14:27:31,14:29:24,14:29:30,119,6,Full reply received,No,No Foreign languages
2016-07-31 14:30:35,Health,2,14:01-17:00,14:30:08,14:31:35,14:32:21,133,46,Full reply received,No,No Foreign languages
2016-07-31 14:40:10,Life,2,14:01-17:00,14:32:58,14:33:01,14:43:02,0,0,Waited for more than 10 minutes and hang up,Yes,No Foreign languages
2016-07-31 14:35:00,Life,2,14:01-17:00,14:34:09,14:35:19,14:35:39,90,20,Full reply received,No,No Foreign languages
2016-07-31 14:35:10,Health,2,14:01-17:00,14:36:35,14:37:15,14:37:51,76,36,Full reply received,No,No Foreign languages
2016-07-31 14:40:15,General,2,14:01-17:00,14:41:29,14:42:33,14:42:40,71,7,Full reply received,No,No Foreign languages
2016-07-31 14:40:35,Life,2,14:01-17:00,14:41:16,14:41:59,14:43:04,108,65,Full reply received,No,No Foreign languages
2016-07-31 14:45:25,Health,2,14:01-17:00,14:43:31,14:45:45,14:45:54,143,9,Full reply received,No,No Foreign languages
2016-07-31 14:55:15,General,2,14:01-17:00,14:45:07,14:46:42,14:56:43,0,0,Waited for more than 10 minutes and hang up,No,No Foreign languages
2016-07-31 15:00:05,Life,2,14:01-17:00,14:50:17,14:51:15,15:00:47,630,572,Full reply received,No,No Foreign languages
2016-07-31 14:55:40,Health,2,14:01-17:00,14:54:38,14:56:31,14:57:05,147,34,Full reply received,No,No Foreign languages
2016-07-31 15:05:20,Health,2,14:01-17:00,14:57:22,14:58:50,15:08:51,0,0,Waited for more than 10 minutes and hang up,Yes,No Foreign languages
2016-07-31 15:00:35,Life,2,14:01-17:00,14:57:52,14:58:53,14:59:44,112,51,Full reply received,No,No Foreign languages
2016-07-31 15:00:25,General,2,14:01-17:00,15:00:47,15:02:19,15:03:50,183,91,Full reply received,No,No Foreign languages
2016-07-31 15:10:40,Health,2,14:01-17:00,15:02:38,15:03:37,15:13:28,650,591,Full reply received,No,Arabic; Russian; Amharic
2016-07-31 15:10:30,Life,2,14:01-17:00,15:04:29,15:06:30,15:09:53,324,203,Full reply received,No,No Foreign languages
2016-07-31 15:10:40,Life,2,14:01-17:00,15:09:15,15:09:51,15:10:59,104,68,Full reply received,No,Arabic; Russian; Amharic
2016-07-31 15:10:25,General,2,14:01-17:00,15:11:17,15:11:45,15:11:52,35,7,Full reply received,No,No Foreign languages
2016-07-31 15:20:35,Health,2,14:01-17:00,15:13:06,15:13:51,15:24:00,0,0,Waited for more than 10 minutes and hang up,No,Arabic; Russian; Amharic
2016-07-31 15:15:35,Life,2,14:01-17:00,15:14:00,15:15:48,15:16:18,138,30,Full reply received,No,No Foreign languages
2016-07-31 15:15:35,Life,2,14:01-17:00,15:14:47,15:15:23,15:15:56,69,33,Full reply received,No,No Foreign languages
2016-07-31 15:15:35,General,2,14:01-17:00,15:17:43,15:18:15,15:18:20,37,5,Full reply received,No,No Foreign languages
